Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDH24,20.700000762939453,Low Fat,0.021413298323750496,Baking Goods,158.2288055419922,OUT013,1987,High,Tier 3,Supermarket Type1,3504.609619140625
FDN60,,Low Fat,0.09469727426767349,Baking Goods,158.4604034423828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4306640625
FDN60,15.100000381469727,Low Fat,0.09535106271505356,Baking Goods,158.660400390625,OUT045,2002,Small,Tier 2,Supermarket Type1,2535.366455078125
FDO24,11.100000381469727,Low Fat,0.17621566355228424,Baking Goods,158.8603973388672,OUT046,1997,Small,Tier1,Supermarket Type1,2693.826904296875
FDO24,,Low Fat,0.17536233365535736,Baking Goods,158.9604034423828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4436.89111328125
FDO24,11.100000381469727,Low Fat,0.29494890570640564,Baking Goods,159.06039428710938,OUT010,1998,Medium,Tier 3,Grocery Store,792.302001953125
FDH24,,Low Fat,0.03752315044403076,Baking Goods,159.12879943847656,OUT019,1985,Small,Tier1,Grocery Store,4240.81689453125
FDO24,11.100000381469727,Low Fat,0.17693349719047546,Baking Goods,159.160400390625,OUT018,2009,Medium,Tier 3,Supermarket Type2,1925.681640625
FDN60,15.100000381469727,Low Fat,0.09515807777643204,Baking Goods,159.26040649414062,OUT046,1997,Small,Tier1,Supermarket Type1,2852.287109375
FDN60,15.100000381469727,Low Fat,0.09507889300584793,Baking Goods,159.660400390625,OUT013,1987,High,Tier 3,Supermarket Type1,2555.5244140625
FDN60,15.100000381469727,Low Fat,0.0956963375210762,Baking Goods,159.76040649414062,OUT017,2007,Medium,Tier 2,Supermarket Type1,2693.826904296875
FDN60,15.100000381469727,Low Fat,0.09514008462429047,Baking Goods,159.9604034423828,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.287109375
FDO24,,Low Fat,0.0,Baking Goods,160.4604034423828,OUT019,1985,Small,Tier1,Grocery Store,8023.02001953125
FDA47,10.5,Regular,0.1166737973690033,Baking Goods,161.7209930419922,OUT046,1997,Small,Tier1,Supermarket Type1,3588.662109375
FDE36,5.260000228881836,Regular,0.04176448658108711,Baking Goods,161.8867950439453,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736083984375
FDE36,5.260000228881836,Regular,0.04183733090758324,Baking Goods,161.8867950439453,OUT049,1999,Medium,Tier1,Supermarket Type1,5077.390625
FDA47,,Regular,0.20428074896335602,Baking Goods,162.2209930419922,OUT019,1985,Small,Tier1,Grocery Store,794.1080932617188
FDA47,10.5,Regular,0.1166517361998558,Baking Goods,162.42100524902344,OUT035,2004,Small,Tier 2,Supermarket Type1,1807.7457275390625
FDA47,10.5,Regular,0.0,Baking Goods,162.42100524902344,OUT045,2002,Small,Tier 2,Supermarket Type1,1304.968017578125
FDE36,,Regular,0.07313805818557739,Baking Goods,162.58680725097656,OUT019,1985,Small,Tier1,Grocery Store,2223.012451171875
FDE36,5.260000228881836,Regular,0.042008668184280396,Baking Goods,162.68679809570312,OUT017,2007,Medium,Tier 2,Supermarket Type1,3767.096435546875
FDE36,5.260000228881836,Regular,0.041857101023197174,Baking Goods,162.78680419921875,OUT045,2002,Small,Tier 2,Supermarket Type1,4258.45703125
FDE36,5.260000228881836,Regular,0.06991840898990631,Baking Goods,162.98680114746094,OUT010,1998,Medium,Tier 3,Grocery Store,900.1760864257812
FDA47,10.5,Regular,0.11657670140266418,Baking Goods,163.12100219726562,OUT013,1987,High,Tier 3,Supermarket Type1,1794.3310546875
FDJ60,19.350000381469727,Regular,0.0627831369638443,Baking Goods,163.3184051513672,OUT018,2009,Medium,Tier 3,Supermarket Type2,3476.232177734375
FDJ60,19.350000381469727,Regular,0.06265523284673691,Baking Goods,163.3184051513672,OUT045,2002,Small,Tier 2,Supermarket Type1,2641.894287109375
FDA47,10.5,Regular,0.116855189204216,Baking Goods,163.62100219726562,OUT049,1999,Medium,Tier1,Supermarket Type1,1872.642333984375
FDJ60,19.350000381469727,Regular,0.06251659989356995,Baking Goods,163.91839599609375,OUT035,2004,Small,Tier 2,Supermarket Type1,3137.24951171875
FDJ60,19.350000381469727,Regular,0.06288211047649384,Baking Goods,164.11839294433594,OUT017,2007,Medium,Tier 2,Supermarket Type1,2807.0126953125
FDA47,10.5,Regular,0.11733374744653702,Baking Goods,164.12100219726562,OUT017,2007,Medium,Tier 2,Supermarket Type1,2773.056884765625
FDA47,10.5,Regular,0.11714907735586166,Baking Goods,164.12100219726562,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.3310546875
FDA47,,Regular,0.11610879749059677,Baking Goods,164.12100219726562,OUT027,1985,Medium,Tier 3,Supermarket Type3,6035.47705078125
FDE36,5.260000228881836,Regular,0.041737623512744904,Baking Goods,164.48680114746094,OUT013,1987,High,Tier 3,Supermarket Type1,925.7645874023438
FDJ60,19.350000381469727,Regular,0.06247639283537865,Baking Goods,164.51840209960938,OUT013,1987,High,Tier 3,Supermarket Type1,1651.1839599609375
FDZ59,6.630000114440918,Regular,0.1040215790271759,Baking Goods,164.85000610351562,OUT046,1997,Small,Tier1,Supermarket Type1,1191.321533203125
FDZ59,,Regular,0.10351785272359848,Baking Goods,164.9499969482422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4161.25
FDE36,5.260000228881836,reg,0.04177238419651985,Baking Goods,165.08680725097656,OUT046,1997,Small,Tier1,Supermarket Type1,929.1415405273438
FDJ60,19.350000381469727,Regular,0.06262563914060593,Baking Goods,165.3184051513672,OUT049,1999,Medium,Tier1,Supermarket Type1,1651.1839599609375
FDE36,5.260000228881836,Regular,0.041942548006772995,Baking Goods,165.48680114746094,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.01513671875
FDE36,,Regular,0.0,Baking Goods,165.58680725097656,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.96435546875
FDZ59,,Regular,0.18212836980819702,Baking Goods,165.64999389648438,OUT019,1985,Small,Tier1,Grocery Store,665.7999877929688
FDJ60,19.350000381469727,Regular,0.10465976595878601,Baking Goods,165.91839599609375,OUT010,1998,Medium,Tier 3,Grocery Store,3499.468017578125
FDZ59,6.630000114440918,Regular,0.10418330878019333,Baking Goods,166.14999389648438,OUT049,1999,Medium,Tier1,Supermarket Type1,3828.35009765625
FDJ60,,Regular,0.06222562864422798,Baking Goods,166.41839599609375,OUT027,1985,Medium,Tier 3,Supermarket Type3,2674.43505859375
FDZ59,6.630000114440918,Regular,0.1042325422167778,Baking Goods,166.75,OUT045,2002,Small,Tier 2,Supermarket Type1,1160.830078125
FDZ59,6.630000114440918,reg,0.1741108000278473,Baking Goods,166.85000610351562,OUT010,1998,Medium,Tier 3,Grocery Store,499.3500061035156
FDZ59,6.630000114440918,Regular,0.10393501818180084,Baking Goods,166.85000610351562,OUT013,1987,High,Tier 3,Supermarket Type1,5326.39990234375
FDJ60,19.350000381469727,Regular,0.06252842396497726,Baking Goods,166.91839599609375,OUT046,1997,Small,Tier1,Supermarket Type1,3302.367919921875
FDU60,20.0,Regular,0.0601450577378273,Baking Goods,167.1132049560547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3609.64501953125
FDZ59,6.630000114440918,Regular,0.10444532334804535,Baking Goods,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,1830.949951171875
FDU60,20.0,reg,0.05985119566321373,Baking Goods,167.31320190429688,OUT013,1987,High,Tier 3,Supermarket Type1,3613.965087890625
FDU60,,Regular,0.05961097031831741,Baking Goods,167.31320190429688,OUT027,1985,Medium,Tier 3,Supermarket Type3,2806.751708984375
FDZ59,6.630000114440918,Regular,0.10460997372865677,Baking Goods,168.35000610351562,OUT017,2007,Medium,Tier 2,Supermarket Type1,1205.453369140625
FDZ59,6.630000114440918,Regular,0.10400190949440002,Baking Goods,168.4499969482422,OUT035,2004,Small,Tier 2,Supermarket Type1,1172.6646728515625
FDU60,20.0,Regular,0.059889718890190125,Baking Goods,168.51319885253906,OUT035,2004,Small,Tier 2,Supermarket Type1,2874.92431640625
FDU60,20.0,Regular,0.06002252548933029,Baking Goods,168.71319580078125,OUT045,2002,Small,Tier 2,Supermarket Type1,6426.3017578125
FDU60,20.0,Regular,0.059994176030159,Baking Goods,168.71319580078125,OUT049,1999,Medium,Tier1,Supermarket Type1,3644.205078125
FDU60,20.0,Regular,0.05990104377269745,Baking Goods,168.81320190429688,OUT046,1997,Small,Tier1,Supermarket Type1,3612.6025390625
FDU60,20.0,Regular,0.0,Baking Goods,169.1132049560547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3585.199951171875
FDU60,20.0,Regular,0.10026206821203232,Baking Goods,169.6132049560547,OUT010,1998,Medium,Tier 3,Grocery Store,169.1132049560547
FDR12,12.600000381469727,Regular,0.05278271064162254,Baking Goods,170.37640380859375,OUT010,1998,Medium,Tier 3,Grocery Store,2297.0146484375
FDR12,12.600000381469727,Regular,0.031528789550065994,Baking Goods,170.37640380859375,OUT035,2004,Small,Tier 2,Supermarket Type1,2275.547119140625
FDM36,11.649999618530273,Regular,0.05868195742368698,Baking Goods,170.44219970703125,OUT013,1987,High,Tier 3,Supermarket Type1,517.3265991210938
FDR12,12.600000381469727,Regular,0.03150850906968117,Baking Goods,170.57640075683594,OUT013,1987,High,Tier 3,Supermarket Type1,3779.080810546875
FDL24,10.300000190734863,Regular,0.02489188127219677,Baking Goods,170.94219970703125,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.959716796875
FDM36,11.649999618530273,Regular,0.05871972441673279,Baking Goods,171.14219665527344,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.517333984375
FDR12,12.600000381469727,Regular,0.03153475373983383,Baking Goods,171.17640686035156,OUT046,1997,Small,Tier1,Supermarket Type1,2307.80029296875
FDR12,,Regular,0.03138204291462898,Baking Goods,171.37640380859375,OUT027,1985,Medium,Tier 3,Supermarket Type3,3091.97509765625
FDM36,11.649999618530273,Regular,0.058970075100660324,Baking Goods,171.94219970703125,OUT018,2009,Medium,Tier 3,Supermarket Type2,2123.314208984375
FDM36,11.649999618530273,Regular,0.0587308295071125,Baking Goods,171.94219970703125,OUT046,1997,Small,Tier1,Supermarket Type1,3448.843994140625
FDL24,10.300000190734863,Regular,0.024935297667980194,Baking Goods,172.04220581054688,OUT049,1999,Medium,Tier1,Supermarket Type1,3966.170654296875
FDM36,11.649999618530273,Regular,0.05906303599476814,Baking Goods,172.04220581054688,OUT017,2007,Medium,Tier 2,Supermarket Type1,1379.53759765625
FDM36,,Regular,0.05844642221927643,Baking Goods,172.14219665527344,OUT027,1985,Medium,Tier 3,Supermarket Type3,5518.150390625
FDL24,10.300000190734863,Regular,0.02494708076119423,Baking Goods,172.34219360351562,OUT045,2002,Small,Tier 2,Supermarket Type1,5690.5927734375
FDL24,,Regular,0.024776026606559753,Baking Goods,172.34219360351562,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.89892578125
FDR12,,Regular,0.05521328002214432,Baking Goods,172.4763946533203,OUT019,1985,Small,Tier1,Grocery Store,687.1055908203125
FDR12,12.600000381469727,Regular,0.03171312436461449,Baking Goods,172.57640075683594,OUT017,2007,Medium,Tier 2,Supermarket Type1,1030.658447265625
FDM36,,Regular,0.10283010452985764,Baking Goods,172.64219665527344,OUT019,1985,Small,Tier1,Grocery Store,344.8843994140625
FDM36,11.649999618530273,Regular,0.058849938213825226,Baking Goods,172.74220275878906,OUT045,2002,Small,Tier 2,Supermarket Type1,2173.4423828125
FDR12,12.600000381469727,Regular,0.03158378228545189,Baking Goods,172.87640380859375,OUT049,1999,Medium,Tier1,Supermarket Type1,2352.501953125
FDR12,12.600000381469727,Regular,0.03159870579838753,Baking Goods,172.9763946533203,OUT045,2002,Small,Tier 2,Supermarket Type1,2233.09326171875
FDL24,10.300000190734863,Regular,0.02487587183713913,Baking Goods,173.04220581054688,OUT013,1987,High,Tier 3,Supermarket Type1,2069.306396484375
FDL24,10.300000190734863,Regular,0.024896588176488876,Baking Goods,173.24220275878906,OUT046,1997,Small,Tier1,Supermarket Type1,1962.8341064453125
FDR12,12.600000381469727,Regular,0.031663212925195694,Baking Goods,173.27639770507812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.658447265625
FDM36,11.649999618530273,Regular,0.0588221438229084,Baking Goods,173.54220581054688,OUT049,1999,Medium,Tier1,Supermarket Type1,3448.843994140625
FDL24,10.300000190734863,Regular,0.025037413462996483,Baking Goods,173.64219665527344,OUT017,2007,Medium,Tier 2,Supermarket Type1,1895.8255615234375
FDL24,10.300000190734863,Regular,0.024998007342219353,Baking Goods,174.44219970703125,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.843994140625
FDW60,5.440000057220459,Regular,0.01704775169491768,Baking Goods,174.63699340820312,OUT013,1987,High,Tier 3,Supermarket Type1,2999.428955078125
FDI24,10.300000190734863,LF,0.07918921113014221,Baking Goods,174.73699951171875,OUT017,2007,Medium,Tier 2,Supermarket Type1,1889.7806396484375
FDI24,,Low Fat,0.13787023723125458,Baking Goods,175.03700256347656,OUT019,1985,Small,Tier1,Grocery Store,352.8739929199219
FDI24,10.300000190734863,Low Fat,0.07874380797147751,Baking Goods,175.83700561523438,OUT046,1997,Small,Tier1,Supermarket Type1,1992.233154296875
FDW60,5.440000057220459,Regular,0.01715845987200737,Baking Goods,176.03700256347656,OUT017,2007,Medium,Tier 2,Supermarket Type1,1043.8289794921875
FDW60,5.440000057220459,Regular,0.01705872267484665,Baking Goods,176.03700256347656,OUT035,2004,Small,Tier 2,Supermarket Type1,1005.5233154296875
FDW60,5.440000057220459,Regular,0.017088476568460464,Baking Goods,176.83700561523438,OUT049,1999,Medium,Tier1,Supermarket Type1,1010.0929565429688
FDI24,10.300000190734863,Low Fat,0.07867827266454697,Baking Goods,177.03700256347656,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177001953125
FDW60,,Regular,0.01697932556271553,Baking Goods,177.03700256347656,OUT027,1985,Medium,Tier 3,Supermarket Type3,3352.302978515625
FDI24,10.300000190734863,Low Fat,0.07890349626541138,Baking Goods,177.63699340820312,OUT045,2002,Small,Tier 2,Supermarket Type1,4234.48779296875
FDO36,19.700000762939453,Low Fat,0.07789910584688187,Baking Goods,177.76600646972656,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.489990234375
FDW60,5.440000057220459,Regular,0.01713145337998867,Baking Goods,177.83700561523438,OUT018,2009,Medium,Tier 3,Supermarket Type2,1015.804931640625
FDS60,20.850000381469727,Low Fat,0.03244852274656296,Baking Goods,177.86599731445312,OUT046,1997,Small,Tier1,Supermarket Type1,1078.595947265625
FDI24,10.300000190734863,Low Fat,0.07886622846126556,Baking Goods,177.93699645996094,OUT049,1999,Medium,Tier1,Supermarket Type1,1979.3712158203125
FDI24,,Low Fat,0.07836248725652695,Baking Goods,177.93699645996094,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.60595703125
FDO36,19.700000762939453,Low Fat,0.07803497463464737,Baking Goods,178.0659942626953,OUT049,1999,Medium,Tier1,Supermarket Type1,3954.85205078125
FDW60,5.440000057220459,Regular,0.01709655113518238,Baking Goods,178.13699340820312,OUT045,2002,Small,Tier 2,Supermarket Type1,3175.865966796875
FDI24,10.300000190734863,Low Fat,0.07906457036733627,Baking Goods,178.23699951171875,OUT018,2009,Medium,Tier 3,Supermarket Type2,1964.3499755859375
FDS60,20.850000381469727,Low Fat,0.03244238719344139,Baking Goods,178.36599731445312,OUT035,2004,Small,Tier 2,Supermarket Type1,4673.916015625
FDW60,5.440000057220459,Regular,0.017061948776245117,Baking Goods,178.43699645996094,OUT046,1997,Small,Tier1,Supermarket Type1,1048.35302734375
FDI24,10.300000190734863,Low Fat,0.07872891426086426,Baking Goods,178.43699645996094,OUT035,2004,Small,Tier 2,Supermarket Type1,2822.991943359375
FDO36,19.700000762939453,Low Fat,0.0,Baking Goods,178.66600036621094,OUT046,1997,Small,Tier1,Supermarket Type1,3730.9033203125
FDS60,,Low Fat,0.032291390001773834,Baking Goods,178.76600646972656,OUT027,1985,Medium,Tier 3,Supermarket Type3,5536.02685546875
FDO36,19.700000762939453,Low Fat,0.07784900069236755,Baking Goods,179.16600036621094,OUT013,1987,High,Tier 3,Supermarket Type1,3056.02197265625
FDS60,20.850000381469727,Low Fat,0.03263206407427788,Baking Goods,179.5659942626953,OUT017,2007,Medium,Tier 2,Supermarket Type1,4043.46728515625
FDO36,19.700000762939453,Low Fat,0.07807185500860214,Baking Goods,179.66600036621094,OUT045,2002,Small,Tier 2,Supermarket Type1,3751.785400390625
FDX11,16.0,Regular,0.10666324198246002,Baking Goods,179.76339721679688,OUT013,1987,High,Tier 3,Supermarket Type1,4180.55810546875
FDS60,20.850000381469727,Low Fat,0.05431217700242996,Baking Goods,179.76600646972656,OUT010,1998,Medium,Tier 3,Grocery Store,4085.451904296875
FDO36,,Low Fat,0.13641707599163055,Baking Goods,179.76600646972656,OUT019,1985,Small,Tier1,Grocery Store,179.76600646972656
FDS60,20.850000381469727,Low Fat,0.03258070349693298,Baking Goods,180.0659942626953,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157.19189453125
FDX11,16.0,Regular,0.10696857422590256,Baking Goods,180.5634002685547,OUT045,2002,Small,Tier 2,Supermarket Type1,2726.450927734375
FDO36,19.700000762939453,Low Fat,0.1304118037223816,Baking Goods,180.5659942626953,OUT010,1998,Medium,Tier 3,Grocery Store,3912.865234375
FDO36,19.700000762939453,Low Fat,0.07835455238819122,Baking Goods,180.5659942626953,OUT017,2007,Medium,Tier 2,Supermarket Type1,3912.865234375
FDO36,,Low Fat,0.07753653824329376,Baking Goods,180.86599731445312,OUT027,1985,Medium,Tier 3,Supermarket Type3,3235.7880859375
FDS60,20.850000381469727,Low Fat,0.03249897062778473,Baking Goods,181.26600646972656,OUT049,1999,Medium,Tier1,Supermarket Type1,4043.953857421875
FDP48,7.519999980926514,Regular,0.044272225350141525,Baking Goods,181.39500427246094,OUT017,2007,Medium,Tier 2,Supermarket Type1,2563.330078125
FDP48,,Regular,0.043810028582811356,Baking Goods,181.39500427246094,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.134765625
FDX11,16.0,Regular,0.10675208270549774,Baking Goods,181.46339416503906,OUT046,1997,Small,Tier1,Supermarket Type1,1090.5804443359375
FDO36,19.700000762939453,Low Fat,0.07823123037815094,Baking Goods,181.46600341796875,OUT018,2009,Medium,Tier 3,Supermarket Type2,3825.121826171875
FDS60,20.850000381469727,Low Fat,0.032421521842479706,Baking Goods,181.66600036621094,OUT013,1987,High,Tier 3,Supermarket Type1,1438.1280517578125
FDX11,,Regular,0.10623513162136078,Baking Goods,181.76339721679688,OUT027,1985,Medium,Tier 3,Supermarket Type3,1710.953857421875
FDP48,7.519999980926514,Regular,0.04401488974690437,Baking Goods,181.7949981689453,OUT035,2004,Small,Tier 2,Supermarket Type1,1462.7952880859375
FDX11,16.0,Regular,0.1071869432926178,Baking Goods,181.96339416503906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.504638671875
FDP48,7.519999980926514,Regular,0.04398657754063606,Baking Goods,182.2949981689453,OUT013,1987,High,Tier 3,Supermarket Type1,1466.8184814453125
FDX11,16.0,Regular,0.10735591500997543,Baking Goods,182.5634002685547,OUT017,2007,Medium,Tier 2,Supermarket Type1,3067.065185546875
FDP48,7.519999980926514,Regular,0.044202543795108795,Baking Goods,182.9949951171875,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.27978515625
FDP48,7.519999980926514,Regular,0.04409165680408478,Baking Goods,182.9949951171875,OUT049,1999,Medium,Tier1,Supermarket Type1,3844.9951171875
FDP48,7.519999980926514,Regular,0.04402321204543114,Baking Goods,183.09500122070312,OUT046,1997,Small,Tier1,Supermarket Type1,5492.85009765625
FDA36,5.985000133514404,Low Fat,0.005665312055498362,Baking Goods,183.49240112304688,OUT035,2004,Small,Tier 2,Supermarket Type1,1197.0401611328125
FDX11,16.0,Regular,0.10691805183887482,Baking Goods,183.5634002685547,OUT049,1999,Medium,Tier1,Supermarket Type1,4725.8486328125
FDX11,16.0,Regular,0.10673189163208008,Baking Goods,183.6634063720703,OUT035,2004,Small,Tier 2,Supermarket Type1,2544.6875
FDA36,,Low Fat,0.009921107441186905,Baking Goods,183.69239807128906,OUT019,1985,Small,Tier1,Grocery Store,555.2772216796875
